ID,Type,Situation,Question,Option_0,Option_1,Option_2,Option_3,Answer
13c0r1i,Self-presentation,"A 24-year-old woman is planning to move out of her aging parents' home to live with her sister in another city. She is concerned about her parents' well-being and their vulnerability to scams, as they are not tech-savvy. She has already discussed the move with her parents but needs advice on how to bring up the topic again.",How can the person effectively communicate to her aging parents that she will be moving out and address her concerns about their safety and well-being?,"The person wants to effectively communicate her upcoming move and address her parents' safety and well-being concerns, despite the potential distance.","The person should assure her parents that moving out doesn't mean she won't support them, and offer assistance in setting up security measures or educating them about common scams for their safety and well-being.",The person should calmly and openly discuss the benefits and opportunities of the move to address her aging parents' concerns about their safety and well-being.,The person can effectively communicate her plan to move out by showing empathy towards her parents and emphasizing their continued involvement in her life while prioritizing their safety.,1
16piytb,Self-presentation,"A person (33/f) left her husband (34/m) after discovering he had been cheating on her for the majority of their 6-year relationship, but she kept it a secret for the sake of their child and their relationship. She eventually ended the marriage due to financial deceit and started a relationship with her current boyfriend during an open part of her marriage.","Should the person continue to keep the real reason for her separation a secret, even though it may seem like she cheated or left her husband for her boyfriend, or should she finally tell everyone the truth?","Seek support from friends, family, or a therapist and actively work towards a healthy co-parenting relationship while fostering personal growth and healing in order to shape desired social outcomes.","Maintaining the secret of the real reason for the separation can contribute to a more amicable relationship between the person and her ex-husband, benefiting their child's upbringing.",It may be better for the person to keep the real reason for her separation a secret in order to avoid unnecessary drama and conflict.,The person had better reveal the real reason for her separation after the divorce is finalized.,3
115wyku,Self-presentation,"A person (23F) has been in a relationship with her partner (25M) for 2 years and they moved in together a year ago. Initially, they agreed to split household chores and cooking, but her partner gradually stopped doing his part, leaving her overwhelmed and feeling like she's acting as his mother.","How can the person effectively communicate with her partner one more time to ask for help with household chores and cooking, without breaking up with him and while still wanting to be with him?",She wants to communicate effectively with her partner about household chores and cooking without ending the relationship and while still desiring to be together.,"Consider the underlying problem if your partner consistently disregards your appeals for assistance with household tasks, as it may suggest a larger conflict that goes against your long-term aspirations and principles.","Effectively communicate with your partner to express feeling overwhelmed and unappreciated, discuss the impact on the relationship, and explore solutions to lighten the burden of household chores and cooking.",Consider giving your partner a break from household chores and cooking to let them face the consequences and motivate them to contribute.,2
17hbcn9,Influence,"A person has been carpooling with a colleague, Lily, for two months due to a driving injury and has been reimbursing her for the costs. Lily, who is straight and married, has expressed a desire to be friends with the person and is fascinated by her gay lifestyle. However, when the person chose to have his girlfriend pick her up instead of Lily, she became upset and accused the person of favoring her girlfriend over her. ",How can the person salvage his relationship with Lily and make the next two months of carpooling less uncomfortable?,The person can salvage his relationship with Lily and make carpooling less uncomfortable by addressing the issue and resolving any tension caused by her feelings of hurt and confrontation.,"The person should consider finding other transportation options because the situation is likely to escalate and become more uncomfortable, and it seems that Lily may have jealousy issues but not necessarily a romantic interest in the person.",Include Lily in activities outside of work and invite her to social outings to foster inclusion and improve carpooling dynamics.,Create a more positive and engaging atmosphere during carpool rides by finding common interests or topics to discuss with Lily.,1
131kwz9,Influence,"A person (29M) is in a difficult and unhappy marriage with his wife (28F). They constantly have issues, lack mutual understanding and respect, and are both unhappy in the relationship. They have tried breaking up before but ended up getting back together after her emotional pleading.","How can the person effectively and respectfully break up with his wife without being drawn back into the relationship by her emotional reactions, and how can he ensure a clean break and move on?","Consider seeking legal guidance for divorce proceedings, removing yourself from the shared residence, limiting contact, and prioritizing your emotional well-being to effectively and respectfully break up with your wife and ensure a clean break.","The lack of mutual understanding and respect in their marriage leads to their unhappiness and actions, making it difficult for the person to effectively and respectfully break up with his wife without being drawn back into the relationship by her emotional reactions, and to ensure a clean break and move on.",Create clear boundaries and expectations to prevent being pulled back into the relationship by emotional reactions and maintain open communication for a respectful and amicable breakup.,"Communicate openly and honestly with your wife about the need for personal growth and happiness, actively listen to her perspective, and offer support during this difficult time in order to ensure a clean break and move on.",0
17xfzmc,Influence,"A person, a 34-year-old woman, feels that her life revolves around her husband's family, whom she works for 24/7. She feels responsible for all the household chores and cooking, while his achievements go unnoticed. Additionally, she is burnt out in her relationship and feels like a side character in her husband's life.",How can a person approach her husband to express how she feels about her role in their relationship and address the imbalance in their family dynamics?,Share a record of achievements and accomplishments with your husband to ensure that your efforts in the relationship are acknowledged and appreciated and address the imbalance in family dynamics.,Initiate a sincere dialogue with your husband to openly communicate her emotions and concerns regarding her role in the relationship and family dynamics.,"A person can address the imbalance in their family dynamics and express her feelings about her role by finding a new job, setting boundaries with her husband, hiring a maid, and seeking therapy.",A person must address the societal expectations and gender roles causing the imbalance in their family dynamics to prevent a potential breakdown in the relationship.,2
174f6hm,Influence,"A person (20f) has been best friends with a guy (20m) since childhood, but they broke up when she realized she is a lesbian. However, he continues to talk about their future together as if she's his stay-at-home wife, despite knowing about her sexuality.",How can a person confront her friend about his inappropriate assumptions about their future without causing issues in their families and friendship?,"Helping a person confront her friend about his inappropriate assumptions about their future involves compassion, understanding, open-mindedness, support, acceptance, and education on LGBTQ+ identities and experiences, in order to minimize the impact on their families and friendship.",The person needs to address her friend's inappropriate assumptions about their future while avoiding negative consequences for their families and friendship.,It may be beneficial for a person to seek assistance from mutual friends or a counselor to help address her friend's inappropriate assumptions about their future and minimize potential issues in their families and friendship.,A person should prioritize her safety by maintaining distance from her friend due to his potentially dangerous assumptions about their future.,3
16yj3am,Influence,"A person and his wife went on a wine tour in Tuscany where the wife drank excessively and ended up throwing up multiple times. The driver of the tour bus asked them to leave, so they had to take a cab back to their hotel, which resulted in extra expenses. The person was angry with his wife's behavior and expressed it, but the wife later accused the person of not supporting her and claimed she had food poisoning.",How can the OP and his wife move past the wife's behavior and disagreement on the cause of her sickness?,"The OP is frustrated with his wife's overindulgence and the inconvenience it caused during their vacation, which has resulted in anger and disgust towards her that needs to be resolved.","The OP and his wife should apologize to each other, understand that the wife got drunk, and move past the incident by enjoying their vacation in Italy.",The OP and his wife can address the situation by discussing responsibility and potential consequences in relation to the wife's excessive alcohol consumption.,"Consulting a healthcare professional can help facilitate mutual understanding between the OP and his wife regarding the cause of her sickness, enabling them to move past her behavior and disagreement.",1
168jnh6,Influence,"A person's brother-in-law behaved inappropriately towards the person during a family dinner, leading them to confront their sister about it. However, the sister revealed that it was all a test to see how she would react and if she could be trusted around her husband.","How can a person apologize to their sister for introducing her ex-husband, regain their sister's trust, and show that they only want the best for her?","A person can apologize to their sister, rebuild trust, and demonstrate their sincere intentions by openly communicating and addressing the underlying issues caused by their past relationship with the ex-husband.","A person can apologize sincerely to their sister for introducing her ex-husband, reassure her that they only want the best for her, and emphasize their growth from past mistakes.","The person's emotions of hurt and confusion stem from their sister's actions, which have caused feelings of betrayal and anger.","The person should not apologize because they have done nothing wrong, and they should distance themselves from their sister and her husband until they receive an apology for the manipulation and mistreatment.",3
16b4mj5,Influence,"A person's sister, Cora, is a professional athlete who hasn't spoken to her dad since she started dating a non-athlete. She is now pregnant and her dad wants to repair the relationship. ",How should the person approach the topic of repairing the relationship between his sister and dad?,"The person should not be the messenger for his dad and should focus on protecting his relationship with his sister, advising the dad to apologize and take accountability for his behavior if he wants to repair the relationship.",The person should emphasize the potential for healing and growth that can come from restoring family bonds when talking about repairing the relationship between his sister and dad.,"The person should focus on fostering understanding, acceptance, and unconditional support within his family to repair the relationship between his sister and dad.",Reassure your sister that her partner doesn't define her and explain that your dad genuinely wants to repair the relationship because he loves and accepts his future grandchild.,0
17fkss9,Influence,"A person, a 20-year-old college student, lives at home and takes care of his three younger siblings more than his single mother does due to her busy work schedule. The person recently discovered that her mother is pregnant again, which has caused her to feel upset and overwhelmed.",What can the person do to improve the current situation?,The person is feeling upset and overwhelmed due to her current responsibilities of caring for her younger siblings and the added stress of an upcoming pregnancy.,The person should prioritize supporting her mother during her pregnancy and offer assistance with additional responsibilities while also addressing her concerns and boundaries as the primary caregiver for her siblings.,"The person should leave the family, considering that the family is bringing negative experiences to her.","The person should talk to her mother about her concerns as the primary caregiver for her siblings and discuss her fears about her mother's pregnancy, emphasizing the need for support and her own mental well-being.",3
148ysit,Influence,"A person overheard her boyfriend confessing to a friend that he regrets choosing her over their mutual friend, and that he despises being in their relationship.",How can the person make her boyfriend fall in love with her again or should she give up on the relationship?,erson could focus on self-improvement and personal growth in hopes of reigniting her boyfriend's love or consider giving up on the relationship.,"erson could address unresolved issues and talk to her boyfriend about the future of the relationship to try and rekindle his love, or consider ending it.",erson should prioritize her self-respect and consider ending the relationship if necessary.,erson should have a conversation with her boyfriend to understand his feelings and potentially work through their relationship issues.,2
16h6ctz,Influence,"A person, a 34-year-old woman, was stabbed and her soon-to-be ex-husband now wants to cancel the divorce, citing a newfound appreciation for their relationship.","How can a person get rid of her soon-to-be ex-husband, who is interfering in her life despite her clear communication that she doesn't want anything from him?",A person should communicate clearly about her lack of trust and involve personities like the police to ensure her safety and protect her boundaries from her soon-to-be ex-husband's interference,A person may indirectly encourage her soon-to-be ex-husband's departure by making him feel guilty and remorseful for his actions,"A person should reflect on whether there is potential for reconciliation, taking into account the possibility of personal growth and mutual desire for relationship repair","A person should have a conversation assessing her soon-to-be ex-husband's growth and appreciation, then make decisions accordingly",0
15pzrp7,Influence,"A person's husband has been spending a significant amount of time with another woman at the gym, and he refuses to acknowledge or address the issue despite the person's feelings of hurt and betrayal.","How can the person get their husband to acknowledge and address the issue of his close relationship with the other woman, and rebuild trust in their relationship?",The person's husband may not be aware of the impact his relationship with the other woman has on his spouse and may feel defensive or in denial about it.,"Openly communicate with your husband about the impact of his actions on you and evaluate if this is the kind of relationship you desire, if he continues neglecting your emotions.","His relationship requires honest communication, therapy, and establishing boundaries to address the issue of the husband's close relationship with the other woman and rebuild trust.","Find ways to increase trust and closeness in your relationship through establishing limits, reinvigorating shared interests, or discovering a joint hobby that can enhance your connection.",1
15gppxc,Influence,"A person's wife consistently gets sick whenever he takes vacation from work, causing their plans to be cancelled. The wife is a stay-at-home mom with flexibility in her schedule.","How can the person deal with his wife constantly getting sick when he takes time off, and how can they address this issue in their relationship?","A person is frustrated and confused about his wife's consistent illness during his vacation time, causing disruptions to their plans, and is seeking advice on how to handle this issue in their relationship.",A person should explore less physically demanding vacation options instead of looking for practical solutions to address his wife's frequent sickness when he takes time off.,Open communication and empathetic conversations can help a person and his wife to resolve the issue of her recurring sickness and address it in their relationship.,"A person can address the underlying issues with his wife and seek couples counseling, as well as find practical solutions such as hiring a sitter or arranging for family support on their days off.",3
10lk1jc,Influence,"A person, a 36-year-old woman, was left out of an important decision at work where the boss wants other managers, including her partner, to buy him out and retire. She feels betrayed by her partner and colleagues and is considering quitting her job.","What should the person do in this situation to address feeling excluded, betrayed, and unsure about her future at the company?","The person should consider taking a leave of absence and seek advice from trusted friends and family in order to address feeling excluded, betrayed, and unsure about her future at the company.","The person should schedule a meeting with her boss, partner, and colleagues to express his feelings, concerns, and desire for inclusion in future decisions.","The person should directly express her feelings of exclusion, betrayal, and uncertainty about her future at the company to her partner and colleagues.",The person should schedule a meeting with her boss to discuss her disappointment and seek clarity on the decision-making process.,0
16toyt5,Influence,"A person's girlfriend has terrible restaurant etiquette, including barely tipping, sending dishes back, making demands, and arguing over the bill, all of which stem from her family's behavior. This behavior is causing fights and bothers the person immensely.",How can the person convince his girlfriend to change her restaurant behavior and understand that it is bothersome and anti-social?,The person could propose cooking together at home or trying different dining experiences to address the conflicts arising from his girlfriend's restaurant behavior and make her understand its bothersome and anti-social nature.,"Not addressing this behavior could lead to tension, arguments, resentment, or relationship issues.","The person should empathize with his girlfriend's behavior and the influence of her family, rather than immediately trying to change her restaurant behavior.","The person should discuss his girlfriend's restaurant behavior with her, expressing how it bothers him and considering alternative options for dining out if the behavior persists.",3
17zw1uc,Influence,"A couple in a 14-year marriage opened their relationship three years ago, introducing a third person named Harper (25F). The husband now seems to prefer Harper and feels more intimacy with her, which is causing the wife to feel left out. ","How can the wife address her feelings of being neglected and regain the attention and affection of her husband, while still maintaining the relationship with Harper? ",The husband's stronger connection with Harper may be due to Harper's recent introduction into their relationship and a potential emotional bond they have developed. ,"The wife should focus on her emotional needs, individual interests, and relationships instead of seeking attention and affection from her husband in order to address feelings of neglect and regain his attention and affection, while still maintaining the relationship with Harper. ",The wife may consider having a sincere conversation with her husband about her feelings of neglect and exploring ways to address them while maintaining their open relationship. ,"The wife should evaluate if staying in a neglectful open relationship is truly worthwhile, prioritizing her emotional well-being.",2
167jgu5,Influence,"A person, a 25-year-old pregnant woman, has been with her husband for 10 years and married for 3. However, they have been going through a rough patch and recently discovered that her husband had a secret girlfriend, leading to their separation.","How can the person convince her husband to come home and work on their relationship, while also taking care of herself and the baby?","The person might feel hurt, betrayed, and confused because of her husband's actions and the breakdown of their relationship, making it challenging for her to convince her husband to come home and work on their relationship while also taking care of herself and the baby.","The person can communicate openly with her husband about their relationship and express her willingness to forgive and move forward, while also taking care of herself and the baby.",Demonstrating personal growth and a commitment to their future as a family can convince the person's husband to come home and work on their relationship.,The person should prioritize her own well-being and building a strong support system for the future instead of convincing her husband to come back.,3
16jbw4o,Influence,"A person, a 23-year-old male, is concerned about his girlfriend's health due to her eating issues and excessive focus on weight. He feels worried when he cuddles her as he can distinctly feel her bones, and she is not open to discussing the issue.",How can the person convince his girlfriend to improve her health and address her eating issues?,"The person can convince his girlfriend to improve her health and address her eating issues by choosing a calm and non-confrontational setting, expressing genuine concern for her well-being, and emphasizing his care and support.",Encourage open and non-judgmental communication about her feelings and concerns when addressing her health and eating issues.,"Express empathy and concern towards your girlfriend, expressing that her well-being is important and that you want to support her in improving her health.",The person should urgently seek medical help for his girlfriend's eating issues and encourage her to see a doctor and therapist to avoid potentially fatal consequences.,3
174u0h8,Influence,"A person's family had a dangerous tree removed by the city after years of requesting it. However, the neighbors now hate the person and have excluded the person from social events since the tree came down. This has greatly affected the person's daughter who used to be friends with the neighbors' daughter.",How can the person navigate the situation and address the exclusion from the neighborhood events?,The person may navigate the situation and address the exclusion from the neighborhood events by acknowledging potential tension or escalation of the conflict resulting from removing the tree.,"Guide your daughter to seek social connections beyond the neighborhood, fostering independence and reducing dependence on neighbors' acceptance and friendship.",Directly confront the neighbors to understand the reason behind the exclusion from neighborhood events and find a way to navigate the situation.,"Host neighborhood events and invite all neighbors, even those excluding you, to extend an olive branch and potentially rebuild friendships.",3
166cory,Influence,"A person and her fiance are getting married in the US but live out of the country, so they shipped their save the dates to her sister to send out. However, when the person returned to the US due to her future father-in-law's critical condition, she discovered that her sister had already sent out the save the dates without informing her.",How can the person make the situation better after the save the dates were sent out while their fiance's father is on his deathbed?,The person can acknowledge the timing issue and reassure recipients that the save the dates were sent out before the fiancee's father's medical event.,The person is seeking advice on how to improve the situation after the save the dates were sent out without her knowledge or involvement while their fiance's father is on his deathbed.,"The person should communicate openly with her sister, discussing her feelings about not being involved in the save the date process.",The person needs to address the issue with her sister regarding the save the dates and make any necessary adjustments to her wedding plans.,0
15ij4ms,Influence,"A person, a 26-year-old woman, wants to apply for a bottle girl position at a local gay bar. Her husband, who is 25, objects to her working there because he is straight and she is bisexual.",How can a person convince her husband that working at the gay bar would not be a bad thing for their relationship?,Misunderstandings or misconceptions about the nature of the job may lead to further discussions or tensions in their relationship.,A person can assure her husband that working at the gay bar would improve their finances and that their relationship is strong regardless of any potential strain.,Working at the gay bar can strengthen their relationship by promoting inclusivity and acceptance and fostering understanding and open-mindedness.,"A person should openly communicate her reasons for wanting to apply for the job at the gay bar, emphasizing her interest in the job itself and her ability to maintain personal and professional boundaries.",1
17i3ch4,Influence,"A person's wife with social anxiety issues asked him to read through a group text, but he accidentally removed a heart reaction from her message, causing her to freak out and threaten to leave.",How can the person address the situation with his wife and make her see that it's not the end of the world?,"The person wants to address the situation with his wife and reassure her that it's not the end of the world, despite his simple mistake triggering her social anxiety.","The person can address the situation with his wife by apologizing sincerely, acknowledging the impact of his mistake, and offering to work together to find a solution that helps her feel more secure in group conversations.","Express understanding for your wife's anxiety, reassure her of the minor mistake, and suggest therapy as a solution for her concerns.",The person and his wife can attend therapy together to improve their communication and understanding of her social anxiety for future challenges.,2
15e13gi,Influence,"A person, a 42-year-old woman, is dating a 34-year-old man who recently blew up her phone with multiple missed calls and a rude message. He even contacted her sister when she didn't respond. The person is angry and seeks advice on how to handle this situation.",How can the person handle her boyfriend's excessive phone calls and inappropriate behavior?,"The person should end the relationship with her boyfriend in response to his excessive phone calls, inappropriate behavior, and previous cheating.",The person may feel angry and betrayed due to the man's disrespectful and boundary-crossing behavior.,"The incident may stem from the man's insecurity or possessiveness, which could harm trust and lead to more inappropriate behavior if not dealt with.","The person can handle her boyfriend's excessive phone calls and inappropriate behavior by directly communicating her feelings and expectations, setting clear boundaries, and expressing the impact of his actions on their relationship.",0
17ghh78,Influence,"A person's husband is an attorney and is currently working long hours. The person has been taking care of their young son and dealing with his constant needs and whining, while also being sick herself. When the person reached out to a person husband for support, he responded by criticizing her and suggesting she get a job.",How can the person handle her husband's lack of support and reframe his point of view regarding her role as a stay-at-home mom?,"To handle a person husband's lack of support and reframe her point of view regarding her role as a stay-at-home mom, the person should explore alternative childcare options or discuss the possibility of hiring a part-time caregiver.","The person can gain empathy and support from sources like friends, family, or support groups for stay-at-home moms to handle a person husband's lack of support and reframe her point of view as a stay-at-home mom.","The person can find activities or hobbies that bring her joy and provide a sense of fulfillment, helping her maintain a sense of identity and reducing frustration towards her husband.",The person should confront a person husband about his lack of support and recognize that her role as a stay-at-home mom is just as important as his job as a lawyer.,3
17svjus,Influence,"A person recently found out she was pregnant, but her boyfriend wanted her to get an abortion. He has been unsupportive and has made hurtful comments about the baby's health. The person is traumatized by the situation.",How can she handle her boyfriend wanting to leave her because she wasn't happy enough about the baby he didn't want?,She should prioritize her own well-being and leave her disrespectful and emotionally harmful boyfriend.,"Supporting her can involve emotional support, providing resources, information about pregnancy and parenting options, and encouragement to seek professional guidance.","Openly communicate feelings and concerns about the pregnancy, stressing the need for support and understanding during this difficult period.","The boyfriend may feel scared and unprepared for parenthood, causing him to act unsupportive and make hurtful comments.",0
16bk4ip,Influence,"A person's partner, with whom she has a 4-month-old baby, has kicked him out of his house. The partner's father is now living there while the person is living on friends' couches.",How can the person navigate the situation and regain access to his child and the house he has been financially supporting?,The person's partner struggling with parenting responsibilities and emotional management can hinder their access to the child and the house they have been supporting financially.,The person should consider contacting mutual friends or family members for assistance in resolving the situation and regaining access to their child and the house they have been financially supporting.,"Obtain legal assistance, stay in the house, and communicate through email to regain access to their child and the house they financially support.",Attempt to communicate openly with your partner to understand their perspective and explore options for resolving the situation and reclaiming access to the child and the financially-supported house.,2
10rxxvh,Influence,"A person was told by the courts that she would have to share custody with her abusive ex-boyfriend for their son, which led her to give up her rights. As a result, her family has stopped speaking to her and spread rumors about her.",How can she start a new life and build new relationships elsewhere after cutting off her family and moving away?,She could try to have an open and honest conversation with her family about their concerns and feelings.,"She can begin a new life and establish new connections elsewhere by openly sharing her reasons for giving up custody, discussing her experiences with domestic abuse, and seeking understanding and support from others.","She can start a new life and build new relationships by relocating, maintaining contact with supportive friends, changing her contact information, seeking professional help, and pursuing legal measures such as a restraining order.","After cutting off her family and moving away, she may face isolation and negative consequences, necessitating the rebuilding of a support system and seeking legal aid.",2
182uxwv,Influence,"A person had a disastrous Thanksgiving with her husband. She was not allowed to go to her family's house, so they went to his instead. The person ended up doing all the work and felt unappreciated. When she confronted him, he threw food at her and left.",How can the person get her husband to change his attitude?,"The person should communicate calmly and openly with her husband, expressing her feelings and how his actions affected her during Thanksgiving, in order to change his attitude.",The person wants her husband to change his attitude after feeling frustrated and unappreciated due to being responsible for all the work and her efforts being undervalued.,Seeking immediate legal advice and support is the best course of action for the person to protect herself from further mistreatment and secure a better future.,Setting boundaries and openly communicating expectations and needs with her husband can increase the chances of him acknowledging his behavior and changing his attitude.,2
11dbn25,Influence,"A person's stay-at-home wife has recently quit her job, citing anxiety and depression, and has placed more household responsibilities on the person, who works long hours outside of the home. The wife refuses to seek therapy and expects the person to do more at home.","Can the person forcibly encourage or convince his wife to get a different job, considering her refusal to seek therapy and the increasing burden on the person?","Considering her refusal to seek therapy and the increasing burden on the person, it may be necessary for him to discuss his concerns with her and seek outside help from family or friends.","Rather than pressuring the wife to change jobs, it is advisable to help her find appropriate assistance for her anxiety and depression.",It is important to respect the wife's autonomy and not force her to change jobs without her agreement or comprehension of the circumstances.,Forcing your wife to get a different job without addressing her refusal to seek therapy may negatively affect her mental health and strain your relationship.,0
17hca27,Influence,"A person's sister-in-law is also an event planner, which is causing tension in their wedding planning process. The sister-in-law has been making decisions without consulting the couple, such as booking a band instead of a DJ and ordering upscale catering instead of the desired southern food. She also made insensitive remarks about the person's gift choices and tried to include her boyfriend in the wedding.",How should a person handle their sister-in-law-to-be's actions and take back control of their wedding planning?,The sister-in-law-to-be's controlling and critical behavior can be attributed to her feelings of insecurity or threat.,"The person should establish clear boundaries with their sister-in-law-to-be and assert their personity over the wedding planning, potentially by password protecting all aspects and reassigning tasks if necessary, while making it clear that any interference will come at a cost to the sister-in-law in question.",The person should address the situation of their sister-in-law-to-be's actions to prevent further tension and strain in the family.,Engaging the help of a neutral third party like a mediator or counselor can assist in resolving conflicts and regaining control over wedding planning.,3
17hca27,Influence,"A person's sister-in-law is also an event planner, which is causing tension in their wedding planning process. The sister-in-law has been making decisions without consulting the couple, such as booking a band instead of a DJ and ordering upscale catering instead of the desired southern food. She also made insensitive remarks about the person's gift choices and tried to include her boyfriend in the wedding.",How should a person handle their sister-in-law-to-be's actions and take back control of their wedding planning?,The sister-in-law-to-be's controlling and critical behavior can be attributed to her feelings of insecurity or threat.,"The person should establish clear boundaries with their sister-in-law-to-be and assert their personity over the wedding planning, potentially by password protecting all aspects and reassigning tasks if necessary, while making it clear that any interference will come at a cost to the sister-in-law in question.",The person should address the situation of their sister-in-law-to-be's actions to prevent further tension and strain in the family.,Engaging the help of a neutral third party like a mediator or counselor can assist in resolving conflicts and regaining control over wedding planning.,1
17vtxoc,Influence,"A person's girlfriend is angry at him for only taking her oldest daughter shopping, while the younger daughters stayed home with a friend. This has caused a fight between the person and his girlfriend.",How can the person fix things with his girlfriend and resolve the conflict caused by taking only one of her daughters shopping?,The person needs to find a solution to resolve the conflict caused by unintentionally excluding the younger daughters from the shopping trip with his girlfriend and fix things with her.,"The person should stand his ground, explain his good intentions, and not engage further in the argument.","Encouraging empathy, understanding, compromise, and effective communication within the relationship can help the person fix things with his girlfriend and resolve the conflict caused by taking only one of her daughters shopping.","The person can resolve the conflict by showing empathy, acknowledging his girlfriend's feelings, and suggesting a family outing to spend quality time together with all the daughters.",1
15511os,Influence,"A person got his girlfriend a Tiffany necklace for Christmas, even though she had expressed disinterest in celebrating holidays and anniversaries. She reacted negatively to the gift, stating that it was basic and not reflective of her individuality.",How can the person move forward after his girlfriend's negative reaction to the Tiffany necklace gift?,"To move forward, the person should communicate openly with his girlfriend, discussing her reaction to the gift, explaining his intentions, and seeking her input for the future gift-giving situations.",The person is disappointed and wants to make his girlfriend feel special despite her negative reaction to the Tiffany necklace gift.,Consider if her lack of interest in holidays and anniversaries aligns with your own desire to celebrate and make her feel valued.,Providing support and guidance in communication and finding ways to strengthen their bond through understanding and compromise is essential for the person to move forward after his girlfriend's negative reaction to the Tiffany necklace gift.,0
148lzy1,Influence,A person stopped talking to his controlling father three years ago and recently found out that his pregnant girlfriend reached out to him without his consent.,What is the best way for a person to handle the situation with his girlfriend going behind his back and contacting his estranged father?,The person is feeling betrayed and violated due to his girlfriend contacting his estranged father without his knowledge.,"The person should consider understanding his girlfriend's motivations for contacting his estranged father, as there may be significant factors to consider.","The best way for a person to handle the situation with his girlfriend is by having a serious conversation about boundaries and trust, expressing disappointment, and seeking a resolution.",The person should reflect on his own feelings about his estranged father before addressing his girlfriend's actions.,2
16j1tjt,Influence,"A person (M50) accidentally overhears his wife (F44) telling her psychoanalyst that she has ""lost respect"" for him because he is working as a driver in a new country, earning significantly less than he did in their home country.",How should the person move forward and handle the situation of his wife expressing that she has lost respect for him?,The person should prioritize personal growth and success to demonstrate to his wife that his value goes beyond his job or salary.,The person may feel hurt and insecure due to his wife's comment indicating a decline in her admiration and esteem for his professional choices.,"The person should talk openly and honestly with his wife about overhearing her conversation, expressing his hurt feelings, and seeking context to understand her perspective in order to handle the situation of her expressing loss of respect for him",The person should assess his self-worth and decide if he desires to remain in an unappreciated and disrespected marriage,2
151inqz,Influence,"A person's boyfriend went to a strip club and spent $8k, causing a lot of distress and concerns in the relationship. This is not the first time he has gone to a strip club without the person's knowledge or consent.",How should the person address the repeated incidents of her boyfriend going to strip clubs against her wishes and the financial strain it is causing in their relationship?,"The person is upset that her boyfriend went to a strip club without her consent, spent a lot of money, and this has caused trust issues and doubts about his faithfulness.","The person should listen, validate, support, understand, and encourage open and non-blaming communication with her partner about his repeated trips to strip clubs and the financial strain it is causing.",Consider reevaluating the relationship to prioritize your well-being and happiness due to your boyfriend repeatedly going to strip clubs without your consent and causing financial strain.,"The couple's ability to address and resolve communication, trust, personal desire, and boundary issues will determine how they handle her boyfriend's repeated visits to strip clubs and the resulting financial strain on their relationship.",2
17bje9p,Influence,"A person (35F) has been married to her husband (46M) for 16 years, and they have four children together. The husband refuses to work, causing financial strain on the family. He is verbally and occasionally physically aggressive, and the person wants a divorce but worries about financial stability and losing their home.","What are the person's options, and how can she ensure financial stability and retain the home if she divorces her husband?",The options for the person involve overcoming her husband's sense of power or control and securing financial stability to retain the home in case of divorce.,"The person can seek guidance from a divorce attorney to secure financial stability and safeguard assets, such as her home, while dissociating from the abusive spouse.","The person could seek help from a mediator or couples therapy to address communication issues, financial strain, and aggression to ensure financial stability and retain the home if she divorces her husband.","To ensure financial stability and retain the home, the person has the options of addressing underlying personal issues and finding motivation to resolve them, as failure to do so could lead to increased financial strain and potential legal consequences.",1
15untxu,Influence,"A person (48M) and his wife (53F) have been sharing household expenses equally for 25 years, but the wife quit her job 5 years ago and now struggles to afford her share. The person wants to convince his wife to let him pay more, but she insists on paying her fair share.",How can the person convince his wife to accept his financial support and let him pay more than 50% of the household expenses?,The person can highlight their history of sharing expenses equally and explain that it is reasonable for them to now contribute more due to their current situation.,"The person should express how his wife's financial decisions are impacting their marriage and suggest seeking professional help if needed, while also understanding and addressing the source of her anxiety.","Efficient and accurate communication about concerns, emotions, and willingness to provide increased financial support is crucial to convince the person's wife to accept it and allow him to pay more than 50% of the household expenses.",The person may struggle with convincing his wife to accept his financial support and contribute more than 50% due to her changing financial situation or desire for independence.,1
17eza7y,Influence,"A person's girlfriend mistakenly gave his mom's dog chocolate, causing the dog to become ill and requiring veterinary care. The person's girlfriend did not apologize and feels mistreated by the person's mother.","How should the person handle the situation with his girlfriend, who refuses to apologize and believes she is the victim in this incident?","The person should address the tension and misunderstandings between his girlfriend and mother, considering her lack of understanding about the potential dangers of giving chocolate to dogs and her refusal to apologize.","The person's girlfriend's refusal to apologize for almost killing his mother's dog with chocolate shows a lack of accountability and empathy, indicating that the person should consider ending the relationship.",The person can seek guidance from a veterinarian and mediate a conversation for understanding between his girlfriend and mother.,"The person is struggling to handle his unapologetic girlfriend who caused harm to his mother's dog and refuses to acknowledge her actions, leaving him upset and disappointed.",1
